State,Mean_SOC,Median_SOC,Min_SOC,Max_SOC,Std_SOC
Haryana,11.238194783528646,11.100000381469727,9.300000190734863,17.399999618530273,1.154580012906544
Haryana,11.969444274902344,11.800000190734863,10.100000381469727,22.399999618530273,1.2239664912181656
Haryana,11.211111280653212,11.199999809265137,10.300000190734863,12.699999809265137,0.42132578347597516
Haryana,11.079165988498264,11.0,10.300000190734863,18.5,0.7777170041565706
Haryana,10.608334011501736,10.449999809265137,9.600000381469727,12.300000190734863,0.6146927999545482
Haryana,11.328472561306423,11.199999809265137,10.600000381469727,13.5,0.476191957849555
Haryana,11.412587412587413,11.399999618530273,10.399999618530273,13.800000190734863,0.5821189566657278
Haryana,12.30111083984375,12.0,11.100000381469727,17.899999618530273,1.17298240165543
Haryana,9.366666158040365,9.300000190734863,9.300000190734863,9.5,0.09428081424707321
Haryana,10.44545537775213,10.449999809265137,9.5,11.300000190734863,0.5654662268107458
Haryana,11.290972391764322,11.100000381469727,9.5,15.699999809265137,1.234679016876063
Haryana,10.091666327582466,9.899999618530273,8.699999809265137,12.600000381469727,0.7817804069253214
Haryana,10.663888719346788,10.699999809265137,9.0,12.0,0.6674589935017982
Haryana,10.338194105360243,10.199999809265137,9.5,11.800000190734863,0.5113973751397081
Haryana,10.624304877387154,10.5,9.399999618530273,12.199999809265137,0.609330956285804
Haryana,11.763194613986546,11.800000190734863,10.399999618530273,13.100000381469727,0.6124570828278858
Haryana,12.275694105360243,12.25,10.300000190734863,14.300000190734863,0.7253587906545584
Haryana,11.67013888888889,11.699999809265137,10.300000190734863,14.100000381469727,0.6008188709118337
Haryana,11.389584011501736,11.300000190734863,10.100000381469727,13.199999809265137,0.6179849483686349
Haryana,11.997886980083626,12.050000190734863,10.100000381469727,13.699999809265137,0.7371880941930747
Haryana,11.259028116861979,11.300000190734863,9.800000190734863,12.899999618530273,0.6699308424128825
Haryana,10.681944953070747,10.600000381469727,9.199999809265137,12.699999809265137,0.6577162343771942
Haryana,10.351389567057291,10.300000190734863,9.100000381469727,11.800000190734863,0.5294108383299486
Haryana,11.138194613986546,11.0,10.100000381469727,12.899999618530273,0.5284932088682225
Haryana,11.379860772026909,11.5,10.100000381469727,12.600000381469727,0.558840531958287
Haryana,10.727082994249132,10.699999809265137,10.0,12.100000381469727,0.3747626558864168
Haryana,10.651111291956019,10.699999809265137,9.399999618530273,11.399999618530273,0.4318550315010678
Haryana,11.274305555555555,11.100000381469727,10.399999618530273,18.5,0.9643468309681582
Haryana,14.919443766276041,12.449999809265137,10.600000381469727,28.399999618530273,4.730534316135738
Haryana,12.104587379945528,12.0,11.300000190734863,13.300000190734863,0.4564291422645075
Haryana,13.009524390811013,13.100000381469727,12.199999809265137,13.5,0.34627928278655984
Haryana,10.961110432942709,11.0,9.800000190734863,12.300000190734863,0.5278947857402093
Haryana,10.867742723034274,10.699999809265137,10.0,14.699999809265137,0.6327803546996055
Haryana,10.854166666666666,10.800000190734863,9.100000381469727,14.300000190734863,0.7280944194066259
Haryana,10.05833265516493,9.899999618530273,8.699999809265137,12.100000381469727,0.7500463107466968
Haryana,10.08263905843099,10.100000381469727,8.800000190734863,11.5,0.6150124467995
Haryana,11.092361450195312,10.399999618530273,8.899999618530273,34.79999923706055,3.6153046162679323
Haryana,10.651389227973091,10.600000381469727,9.199999809265137,13.100000381469727,0.7564524440521267
Haryana,11.743749830457899,11.600000381469727,10.0,14.600000381469727,0.856569256563623
Haryana,12.409722222222221,12.449999809265137,10.699999809265137,14.199999809265137,0.6635677320273126
Haryana,11.675693935818142,11.699999809265137,8.5,13.699999809265137,0.8403245649152276
